title,desc
"Penumpang Menumpuk di Bandara Soetta, PKS Desak Relaksasi PSBB Dihentikan",Kejadian lonjakan penumpang seharusnya bisa ditekan apabila jajaran pemerintahan melakukan koordinasi sebelumnya terkait teknis pelaksanaan.
"Ragam Tanggapan Naiknya Iuran BPJS Kesehatan, dari Parpol hingga KPK",Kenaikan iuran BPJS Kesehatan ini berlaku bagi peserta mandiri Pekerja Bukan Penerima Upah (PBPU) dan Bukan Pekerja (BP).
"Hingga 13 Mei, Ada 2.031 Jenazah Dimakamkan dengan Protap Covid-19 di DKI","Kendati begitu, jenazah yang dimakamkan dengan protap Covid-19 ini tidak semua merupakan pasien yang telah dinyatakan positif terinfeksi virus Corona."
Pemuda Pancasila Beri Sanksi Anggota yang Minta THR ke Pengusaha di Bekasi,Ariyes mengaku telah menemui Majelis Pimpinan Nasional (MPN) Pemuda Pancasila untuk memberikan klarifikasi soal proposal tersebut.
Menkop dan UKM Paparkan Skema Pemulihan Ekonomi KUMKM di Masa dan Pasca Covid-19,Menteri Koperasi dan UKM Teten Masduki mengatakan ada lima skema perlindungan dan pemulihan KUMKM di tengah pandemi Covid-19.
Begini Panduan MUI Salat Idul Fitri di Masa Pandemi Covid-19,"Dalam ketentuannya, MUI mengimbau bagi masyarakat untuk tetap salat Idul Fitri, baik di rumah, di masjid/musala, maupun di lapangan."
Ini Teknis Penggunaan Pulsa atau Paket Kuota dari Dana Bos,Paket tersebut dikirimkan langsung ke masing-masing nomor siswa yang bersangkutan melalui wali kelas.
Ular Sanca 3 Meter Sembunyi di Sela Tembok Gegerkan Warga Citayam Bogor,"Alan mengatakan, awalnya si ibu tersebut memanggil tetangganya karena ketakutan melihat ular tersebut. Namun tetangganya juga tak berani mendekati ular tersebut."
Ini Cara Ajukan Izin Keluar Masuk DKI Jakarta,"Kini, tak sembarang orang bisa keluar masuk DKI Jakarta. Setiap orang yang akan keluar masuk Jakarta, diwajibkan mengajukan izin dari Pemprov DKI Jakarta. Bagaimana caranya?"
VIDEO:  Said Didu Diperiksa Bareskrim Polri,Mantan Sekretaris BUMN Said Didu diperiksa Bareskrim Polri sebagai saksi terlapor kasus dugaan pencemaran nama baik Menko Kemaritiman dan Investasi RI Luhut Panjaitan. Pemeriksaan terhadap Said Didu masih berlangsung di Bareskrim Polri.
KPK Perpanjang Masa Penahanan Ketua DPRD Muara Enim,"Selain Ketua DPRD, perpanjangan masa penahanan juga dilakukan terhadap Kepala Dinas PUPR Kabupaten Muara Enim."
"Anies Baswedan: Keluar Masuk Jakarta, Harus Ajukan Izin",Pemerintah Provinsi DKI Jakarta memperketat pembatasan lalu lintas orang keluar masuk Jakarta. Begini aturan mainnya.
Polda Metro: Tak Ada Pembatasan Bepergian Saat Hari Raya Idul Fitri,Sambodo mengatakan silaturahmi saat merayakan Idul Fitri adalah sebuah tradisi yang mengakar di masyarakat.
Kepala Sekolah SMAN 5 Tangerang Apresiasi Juknis Baru Dana BOS,"Setelah dana BOS cair, kepala sekolah langsung memetakan apa yang menjadi kebutuhan prioritas."
FOTO: PMKS Penuhi Jalanan Ibu Kota,"Menjelang sore, Penyandang Masalah Kesejahteraan Sosial (PMKS) mulai bermunculan di pinggir jalan raya Ibu Kota."
VIDEO TOP 3: Jokowi Naikkan Iuran BPJS Kesehatan Saat Pandemi,"Video Top 3 hari ini ada berita terkait juru bicara Presiden Vladimir Putin dinyatakan positif virus corona, Jokowi menaikkan iuran BPJS Kesehatan mulai 1 Juli 2020, dan San Diego Comic-Con 2020 mengumumkan acara tahunan ini akan digelar secara online."
FOTO: PKL Kuasai Trotoar Kebayoran Lama,Pedagang kaki lima menjajakan dagangannya di trotoar kawasan Kebayoran Lama sehingga menyulitkan pejalan kaki yang akan melintasi kawasan tersebut.
Remaja Terduga Pembunuh Balita di Sawah Besar Diperkosa Lebih dari Sekali,Polisi menyebut dua pelaku pemerkosa melakukan pelecehan seksual terhadap NF sebelum peristiwa pembunuhan sadis terjadi.
Polisi Tangkap 3 Pemerkosa Remaja NF Terduga Pembunuh Bocah di Sawah Besar,Pemerkosaan diduga terjadi sebelum NF diduga membunuh bocah berinisial APA saat bermain di rumahnya.
"Tanam Ganja Hidroponik, Rumah di Kemang Jaksel Digerebek Polisi",Budi menemukan enam batang tanaman ganja berserta 79 gram ganja kering saat menggeledah ruangan di kediaman KW.
"Politikus PDIP: Kondisi Sulit, Kenaikan BPJS Agar Dibatalkan",Dia menilai pemerintah tidak sensitif ketika menaikan iuran BPJS.
Pemerintah Bawa Kasus Perbudakan WNI ABK di Kapal China ke Dewan HAM PBB,"Dini mengatakan, perwakilan Indonesia yakni Duta Besar Hasan Kleib secara khusus meminta Dewan HAM memberi perhatian kepada pekerja industri perikanan."
Gempa Hari Ini Getarkan Saparua Maluku,"BMKG melaporkan gempa magnitudo 3,2 terjadi pada pukul 06:41:38 WIB."
Alasan Satpol PP DKI Beri Sanksi Denda Rp 10 Juta ke McDonald's Sarinah,Aksi kerumunan massa saat penutupan gerai McDonald's Sarinah di tengah penerapan PSBB menuai kecaman warganet.
"Polisi Dibacok saat Lerai Tawuran di Jakbar, Pelaku Diburu","Saat tawuran pecah, anggota tengah melakukan patroli di kawasan perbatasan Jakarta Barat-Jakarta Pusat."
Kapal Trans 1000 Beroperasi di Kepulauan Seribu Usai PSBB Dicabut,"Pemkab Kepulauan Seribu juga menyambut baik rencana perusahaannya yang akan beroperasi pasca pandemi Covid-19, dan setelah pemberlakuan PSBB dicabut."
VIDEO: Ratusan ABK Dikarantina di Asrama Haji Pondok Gede,"225 WNI yang bekerja sebagai ABK di Barbados, Pulau Karibia, tiba di tanah air. Mereka jalani pemeriksaan sesuai protokol penangangan covid-19 dan dikarantina di Asrama Haji Pondok Gede, Bekasi."
FOTO: Bayi Gajah Bernama Covid Lahir di Taman Safari Bogor,Bayi  gajah Sumatera (Sumatran elephant) berjenis kelamin jantan yang lahir pada 28 April lalu itu diberi nama Covid karena lahir di masa pandemi virus corona COVID-19.
"Transparansi, Banyuwangi Tampilkan Data Penerima Bansos di Lingkungan Tempat Ibadah",Pemerintah Kabupaten Banyuwangi terus memperluas publikasi data para penerima bantuan sosial bagi warga miskin terdampak Covid-19.
Ketua MPR Minta Pemerintah Kaji Ulang Rencana Kenaikan Iuran BPJS,Rencana kenaikan iuran BPJS Kesehatan dinilainya bertolak belakang dengan kembali normalnya iuran BPJS Kesehatan yang beberapa waktu lalu diputuskan MA.
"FOTO: Masuk Proyek Strategis Nasional, Pengerjaan Pembangunan LRT Terus Berlanjut","Proyek dengan nilai kontrak Rp 21,77 triliun yang masuk Proyek Strategis Nasional (PSN) terus kerjakan menyesuaikan target penyelesaian 30 Juni 2021."
Yurianto Minta Usia di Bawah 45 Tahun Jalankan Ekonomi di Tengah Pandemi Covid-19,"Secara data, kata Yuri, bisa dilihat bahwa kelompok usia di atas 45 tahun pada umumnya memiliki kerentanan yang lebih berat,"
"Data Per 13 Mei 2020, Total 679 Pasien Positif Corona Dirawat di RS Darurat Wisma Atlet","Total jumlah pasien erdiri dari pasien laki-laki 523 orang, dan pasien perempuan ada 288 orang."
Pesan DPR ke Kemendikbud: Pastikan Sekolah Steril Sebelum Kembali Dibuka,"Selain itu, Kemendikbud juga harus memastikan sekolah yang akan ditempati benar-benar bebas dari Covid-19"
"Lawan Covid 19, Relawan Solmet Bantu Warga Rusun dan Pinggiran Rel",Ketua RW 08 Bendungan Hilir Tanah Abang Sommy mengapresiasai kegiatan ini.
KPK: Pengembalian Kompol Rossa Atas Persetujuan Pimpinan,Pengembalian Kompol Rossa ke Polri sempat menjadi sorotan di tengah penyidikan kasus suap Harun Masiku.
"Bansos Tahap Dua, Pemprov DKI Hanya Sasar Jaktim dan Kepulauan Seribu",Pemprov DKI Jakarta mulai mendistribusikan sejumlah paket bantuan sosial (bansos) tahap dua ke beberapa wilayah Jakarta Timur.
Mensos: BLT Akan Disalurkan 2 Kali Sebelum Lebaran,"Ia menjelaskan, penyerahan bansos berupa uang tunai dan pangan tiap daerah memiliki tingkat kesulitan berbeda-beda."
Anggota DPRD DKI Sebut Nilai Bansos Tahap Dua Naik Jadi Rp 225 Ribu per Paket,Dia menyebut penambahan nilai bansos tersebut terlihat dari harga paket sembako yang naik dari sebelumnya dan untuk jenis sembako yang diberikan memiliki kemiripan.
KPK Dorong Transparansi Bansos di Jawa Barat,"Tiga kepala daerah di Jabar mengakui, ada pemahaman yang keliru di masyarakat tentang bansos."
FOTO: Volume Kendaraan Pribadi Kembali Meningkat di Jakarta,Meningkatnya jumlah kendaraan pribadi disebabkan oleh banyaknya warga yang beralih dari moda transportasi umum guna menghindari penyebaran virus corona COVID-19.
BIN Turun Tangan Deteksi Klaster Baru di Zona Merah Covid-19,BIN telusuri klaster baru Covid-19 dengan Rapid Test massal di Depok.
Jubir Covid-19: Tak Ada Larangan Beli Baju Lebaran Asal Patuhi Protokol Kesehatan,"Protokol kesehatan yang dimaksud yakni memakai masker, menjaga jarak fisik, dan mencuci tangan dengan sabun di air mengalir."
"Anies: Kasus Corona di Jakarta Membaik, Tapi Risiko Gelombang Kedua Tinggi",Anies meminta seluruh masyarakat di Jakarta dan sekitarnya tetap mematuhi aturan PSBB saat merayakan Idul Fitri.
"Polemik Lelang Motor Listrik Jokowi Kena Prank, Bamsoet: Saya Patut Disalahkan","Bamsoet menyatakan, kasus prank lelang motor listrik di acara konser amal itu murni kekeliruan teknis."
"Anies: Tidak Ada Zona Merah Kuning Hijau di Jabodetabek, Semua Sama",Anies mengajak semua masyarakat mengikuti imbauan MUI Jakarta dan DMI untuk melaksanakan salat Idul Fitri di rumah masing-masing.
"MUI: Salat Idul Fitri 2020 Tidak Dilarang, Tapi di Rumah",MUI mengimbau semua pihak salat Idul Fitri di rumah masing-masing untuk mencegah penyebaran virus corona Covid-19.
Wakil Ketua MPR: Lebaran Tanpa Salaman Tak Akan Mengurangi Makna,"Menurut Ahmad Muzani, yang terpenting dalam merayakan Lebaran, yakni membuka pintu maaf tanpa perlu seseorang terlebih dahulu mengucapkan permohonan maaf."
"Kapolri: Meski Tanpa Jabat Tangan, Silaturahmi Harus Tetap Terjalin",Panglima TNI Marsekal Hadi Tjahjanto juga mengingatkan agar masyarakat tetap bersilaturahmi dengan hati yang tulus meskipun tanpa berjabat tangan.
Ganjar Pranowo Pastikan Tak Ada Perayaan Pencabutan PSBB Kota Tegal,Salat Idul Fitri yang direncanakan diselenggarakan di Masjid Agung Kota Tegal juga akan dibatalkan.
Karangan Bunga Korban Dugaan Investasi Bodong Penuhi Depan Gedung DPR/MPR,"Sejumlah karangan bunga yang diklaim dari korban dugaan investasi bodong menghiasi pintu masuk Gedung DPR/MPR, Jumat (22/5/2020)."
Satpol PP Jakbar Denda Pusat Belanja Pakaian yang Tak Patuh PSBB,Pusat belanja tersebut nekat beroperasi dan tak mematuhi PSBB karena bukan termasuk dalam sektor yang dikecualikan.
Overload dan Hujan Jadi Pemicu Longsornya Sampah di TPA Cipeucang Tangsel,"Selain memang sampah yang sudah overload, longsor ini juga disebabkan hujan yang turun beberapa hari terakhir."
Kisah Miris Keluarga yang Tinggal Rumah Ambruk di Banten Jelang Idul Fitri,"Jelang Idul Fitri, keluarga Lia Marliani di Kampung Kadu Banen, Desa Kabayan, Kecamatan Pandeglang, Kabupaten Pandeglang, Banten, hanya bisa mengelus dada."
VIDEO: Kerumunan Warga di Pasar Kebayoran Lama Berimbas Kemacetan,"Meski DKI Jakarta tengah memberlakukan PSBB, masih banyak masyarakat yang menyerbu Pasar Kebayoran Lama untuk berbelanja kebutuhan Lebaran."
"Keppres Bencana Covid-19 Segera Berakhir, Doni Monardo: Indonesia Masih Berstatus Darurat","Secara otomatis, menurut Doni, status keadaan darurat bencana Corona Covid-19 menyesuaikan dengan Keputusan Presiden 12 Tahun 2020."
"VIDEO: Hasil Sidang Isbat, Idul Fitri Jatuh pada Minggu 24 Mei 2020",Pemerintah menetapkan 1 Syawal 1441 Hijriah atau Hari Raya Idul Fitri jatuh pada Minggu 24 Mei 2020. Hal ini sesuai dengan hasil sidang isbat yang dilakukan Kementerian Agama bersama sejumlah pihak berdasarkan pemantauan hilal di 80 titik di Indonesia.
Ikatan Keluarga Alumni ITS Sumbangkan 1.000 Paket Sembako ke KemenKopUKM untuk UMKM Terdampak Covid-19,Bantuan diberikan melalui Kementerian Koperasi dan UKM (KemenKopUKM) untuk didistribusikan kepada UMKM yang terdampak pandemi virus Corona (Covid-19).
Ini Alasan Kemenag Putuskan 1 Syawal 1441 H Jatuh pada Minggu 24 Mei 2020,"Dalam perhitungan hilal, ada dua metode yang dipakai pemerintah, yaitu rukiyat dan hisab."
"TPA Cipeucang Tangsel Longsor, Kualitas Sungai Cisadane Terancam Tercemar","Saat dikonfirmasi, Kadis Lingkungan Hidup Kota Tangsel Toto Sudarto membenarkan kejadian tersebut."
FOTO: Pemandangan Kontras H-2 Idul Fitri di Stasiun Pasar Senen,Larangan mudik bagi warga Jakarta karena pandemi virus corona COVID-19 menyebabkan pemandangan kontras di Stasiun Pasar Senen
Dishub DKI Sebut Jumlah Penumpang Angkutan Umum Turun hingga 88 Persen,Jumlah penumpang yang menggunakan transportasi umum juga ikut mengalami penurunan sejak dilaksanakannya imbauan work from home (WFH).
6.500 Paket Sembako Iis Edhy Prabowo untuk Warga di Bandung Terdampak Covid-19,Sembako tersebut diserahkan langsung oleh tim di lapangan guna menjaga jarak fisik (physical distancing) sekaligus agar tepat sasaran
"Bahar bin Smith Kembali Ditahan, Lapas Gunung Sindur Bogor Didatangi Massa",Massa berkumpul di pos keamanan terpadu Lapas Gunung Sindur dan menuntut Bahar bin Smith segera dibebaskan kembali.
Pangandaran Digoyang Gempa Hari Ini,"Menurut laporan Badan Meteorologi, Klimatologi, dan Geofisika (BMKG), gempa magnitudo 5,2 di Pangandaran tidak berpotensi tsunami."
Kejagung Periksa Komisioner OJK Terkait Kasus Dugaan Korupsi Danareksa,"Kepala Pusat Penerangan Hukum (Kapuspenkum) Hari Setiyono menyampaikan, ada delapan orang yang diperiksa sebagai saksi."
BPBD: Gempa Pangandaran Tak Mengakibatkan Kerusakan,"Ruhena menyampaikan, guncangan gempa itu cukup terasa di seluruh wilayah Kabupaten Pangandaran."
FOTO: Nasib Penjual Beduk Tanah Abang Terdampak Covid-19,Merebaknya pandemi virus Corona atau Covid-19 di Ibu Kota menyebabkan omzet penjualan beduk di Tanah Abang lesu hingga 70 persen.
VIDEO: Penampakan Kemacetan Jakarta di Tengah Pandemi,"Meski masa pembatasan sosial berskala besar (PSBB) masih berlangsung, kemacetan lalu lintas masih terjadi di Ibu Kota."
Ketum PAN Minta Kader Bersatu Bantu Warga Terdampak Corona,Zulkifli meminta kader ikut memantau langkah yang diambil oleh pemerintah pusat hingga daerah. Termasuk juga terkait pemberian bantuan ke masyarakat.
"Mensos: H-1 Lebaran Bansos Tunai Sudah Diterima 4,6 Juta Keluarga","Juliari mengatakan bahwa secara keseluruhan pemerintah menargetkan ada 8,3 juta keluarga menerima bansos tunai sebelum Hari Raya Idul Fitri atau Lebaran."
Anies Baswedan Bayar Zakat Lewat Baznas Bazis DKI Jakarta,Gubernur DKI Jakarta Anies Baswedan dan Wakil Gubernur DKI Jakarta Reza Patria membayar zakat fitrah melalui Baznas Bazis DKI Jakarta.
Kejagung Tepis Tudingan Eks Aspri Imam Nahrawi di Sidang Kasus Suap Hibah KONI,"Sebelumnya, nama anggota BPK Achsanul Qosasi dan mantan Jampidsus Kejagung Adi Toegarisman disebut dalam sidang kasus suap dana hibah dari pemerintah ke KONI."
Dishub DKI Amankan 64 Angkutan yang Nekat Bawa Penumpang Keluar Jakarta,Dishub telah meminta 40.660 pengendara untuk memutar balik saat mencoba keluar wilayah. Pelanggaran juga ditemukan di sejumlah terminal.
Anies: Pelonggaran PSBB Dapat Jadi Beban Tenaga Medis,Gubernur DKI Jakarta Anies Baswedan meminta warga terus meningkatkan kedisiplinan terkait pencegahan penyebaran virus corona atau Covid-19.
Kemenkop dan UKM Gencarkan Transformasi UMKM dari Offline ke Online,"KemenKopUKM sudah bekerja sama dengan sejumlah platform besar untuk menggerakkan transformasi ini. Juga ada sejumlah perusahaan yang menjadi hub, yang siap memasarkan produk UMKM ke mancangara."
"Mudik Lokal Dilarang, Dishub DKI Perketat Penjagaan di 33 Check Point","Kepala Bidang Angkutan Jalan Dishub DKI Jakarta Susilo Dewanto menyatakan tak ada istilah mudik lokal di kawasan Jakarta, Bogor, Depok, Tangerang, dan Bekasi"
"Istri Unggah Hoaks soal Presiden Jokowi di Medsos, Seorang Anggota TNI Dihukum",TNI Angkatan Darat kembali menghukum prajuritnya gara-gara ulah sang istri di sosial media.
Sandiaga: Prabowo Akan Maju Lagi Jadi Ketum Gerindra di Kongres,"Sandiaga menyebut, dirinya dan Prabowo sering berbicara tentang partai sejak masa Pilpres."
VIDEO: Jokowi Sebut Bansos Terkendala Prosedur Berbelit-belit,"Presiden Joko Widodo atau Jokowi mengakui, penyaluran bantuan sosial (bansos) untuk warga terdampak pandemi virus Corona (Covid-19) banyak kendala dan masalah. Menurut dia, hal itu dikarenakan prosedur pendistribuan bansos terlalu berbelit-belit."
Warga Bekasi Terdampak Covid-19 Dapat Bantuan Popok dan Susu Bayi,"Tersedia 50 paket beras serta 50 pampers dan susu, yang dibagikan kepada balita-balita yang ada di Posyandu setempat."
Menko PMK Minta Pemda Segera Setor Data Penerima Bansos Tunai,"Jika lewat dari waktu yang ditentukan, maka alokasi anggaran akan dialihkan ke daerah lain."
"Sidang Lanjutan, Saksi Dengar Suara Motor Jatuh Usai Novel Baswedan Diserang",Rellin mengaku baru mengetahui Novel Baswedan menjadi korban penyiraman air keras setelah seorang temannya bercerita.
KPK Perpanjang Masa Penahanan Eks Kalapas Sukamiskin,Masa penahanan Deddy Handoko dan Rahadian Azhar diperpanjang untuk 40 hari ke depan.
Konser Amal Bersama Bimbo Kumpulkan Dana Rp 4 M bagi Warga Terdampak Covid-19,Staf khusus Dewan Pengarah BPIP menjelaskan bahwaacara penggalangan dana ini menggambarkan kesadaran dan kepedulian publik terhadap mereka yang terkena efek Covid-19.
Diaspora Sumbang USD 50 Per Bulan untuk Korban PHK Akibat Corona di Indonesia,Data calon penerima donasi dari program Diaspora Peduli ini telah diverifikasi oleh Kementerian Ketenagakerjaan.
Pemuda Pancasila Serahkan Bantuan APD Ke RS  dan Puskesmas di Jakarta,"Sejumah rumah sakit yang mendapatkan bantuan di antaranya, RSUP Pertamina, RSUD Kebayoran Lama, RSUD Pasar Rebo, RSUD Pasar Minggu dan berakhir di RSUP Fatmawati."
Dua Tenaga Medis TNI AD yang Meninggal Akibat Covid-19 Terima Santunan,Dua tenaga medis dari Rumah Sakit Pusat Angkatan Darat (RSPAD) Gatot Soebroto yang meninggal dunia akibat terpapar Covid-19.
197 Ribu Pengemudi Terima Bantuan Keselamatan Polri Selama Covid-19,Korlantas Polri menjalankan program keselamatan 2020 dengan memberikan bantuan sosial dan pelatihan keselamatan ke pengendara kendaraan roda empat.
"Soal Haji 2020, Kemenag Harap Saudi Beri Kepastian Sebelum Akhir Ramadan",Kementerian Agama (Kemenag) berharap Pemerintah Arab Saudi dapat segera memberikan kepastian terkait penyelenggaraan ibadah haji 1441H/2020M.
Sebaran Covid-19 di Provinsi: Jakarta Tertinggi Pasien Sembuh,"Selain pasien sembuh Covid-19, Gugus Tugas Nasional Covid-19 juga mencatat DKI Jakarta masih mencetak rekor kasus positif tertinggi di Indonesia."
"VIDEO TOP 3: Tontowi Ahmad Penisun, Terima Kasih Owi!","Video top 3 hari ini datang dari kabar pensiunnya Tontowi Ahmad dari dunia bulu tangkis, protes tenaga medis di Belgia, sampai kabar comebacknya BLACKPINK."
"Sanksi Unik Pelanggar PSBB, Baca Alquran hingga Ikut Makamkan Jenazah Pasien Covid-19",Forum Koordinasi Pimpinan Daerah Sidoarjo punya cara unik menyadarkan pelanggar PSBB. Mereka diminta mengikuti petugas memakamkan jenazah positif Covid-19.
Kepala Kantor Pajak DKI Akui Minta Rp 150 Juta untuk Fashion Show Anaknya,"Menurut Jaksa KPK Takdir Suhan, email tersebut berisi permohonan bantuan dana Rp 150 juta untuk acara fashion show anak dari Haniv."
15 Restoran dan Hotel di Jakarta Didenda karena Melanggar PSBB,"Kepala Satpol PP DKI, Arifin menyatakan, sidak kepada sejumlah rumah makan dilakukan serempak di lima kota administratif di Jakarta pada Minggu (17/5/2020)."
Sespri Prabowo Biayai Pendidikan Bocah Penjual Jalangkote Korban Bully di Sulsel,Sespri Prabowo meminta pihak berwajib untuk menindak tegas pelaku perundungan terhadap penjual jalangkote.
Densus Geledah Lapangan Futsal Cari Barang Milik Terduga Teroris Ciawi,Barang-barang itu dibawa ke Mapolres Tasikmalaya guna penyelidikan lebih lanjut.
VIDEO: MUI Keluarkan Fatwa Panduan Salat Idul Fitri di Tengah Pandemi Covid-19,Majelis Ulama Indonesia (MUI) menyatakan salat Idul Fitri dapat dilaksanakan berjemaah maupun sendiri atau munfarid di tengah pandemi virus Corona Covid-19.
Gugus Tugas Covid-19 Minta Kepala Keluarga Contohkan Norma Kehidupan Normal Baru,"Juru Bicara Pemerintah untuk Penanganan Covid-19, Achmad Yurianto meminta para kepala keluarga untuk mencontohkan kepada keluarganya norma dalam kehidupan normal baru pada masa pandemi Corona."
143.035 Orang Sudah Diperiksa Terkait Corona,Jumlah tersebut menghasilkan spesimen sebanyak 196.660.
"Jubir Covid-19: Kebijakan Transportasi Bukan Relaksasi PSBB, Tapi Pengecualian","Yurianto menegaskan, apa yang dilakukan pemerintah bukan sama sekali bukan merelaksasi PSBB."
"Pandemi Covid-19, Menpora Harap Angkatan Muda Muhamadiyah Jadi Teladan Masyarakat",Menpora Zainudin Amali berharap kepada Angkatan Muda Muhamadiyah dapat menjadi contoh teladan berada di garda depan penanggulangan pandemi Covid-19.
"Raker dengan Komisi X DPR RI, Menpora Paparkan Percepatan Penanganan Covid-19","Dalam percepatan penanganan Covid-19, Kemenpora akan melakukan beberapa langkah seperti memberikan Edukasi Pencegahan Covid-19 melalui kegiatan webinar dan diskusi daring."
VIDEO: Gebrakan Ridwan Kamil Tangani Corona di Jawa Barat,Gubernur Jawa Barat Ridwan Kamil menerapkan beberapa gebrakan dalam menangani virus corona. Ada beberapa cara inovatif yang diklaim Emil berasal dari Jawa Barat.
Perkembangan Pasien Covid-19 di RSPAD Usai Menjalani Terapi Plasma Konvalesen,Hingga kini sudah ada dua pasien yang telah diberikan terapi plasma konvalesen.
Pakar Gugus Tugas: Tak Ada yang Tahu Kapan Pandemi Corona Berakhir,Dalam kondisi krisis kesehatan ini penerapan protokol kesehatan harus dilakukan. Karena dengan begitu virus Corona atau Covid-19 dapat dihindari.
"Ramadan Penuh Berkah, Kemenpora Beri Santunan 450 Tali Kasih kepada Pegawai yang Membutuhkan",Pengurus Masjid Pemuda Al Muwahidin Kemenpora melakukan aktifitas Ramadan 1441 H/2020 dengan memberikan santunan Tali Kasih di Halaman Masjid Al Muwahidin Kemenpora
"Gempa Bumi Magnitudo 4,3 Getarkan Dompu",Setidaknya ada 5 gempa bumi yang terjadi sepanjang Senin (11/5/2020) di berbagai wilayah Indonesia
VIDEO: Ridwan Kamil Dirundung Menteri Saat Jabar Terapkan Siaga-1,Gubernur Jawa Barat Ridwan Kamil mengaku sempat dirundung menteri saat menerapkan siaga 1 virus corona di Januari 2020.
Dirjen PAS Tunggu Hasil Swab Narapidana Terindikasi Positif Corona Covid-19,Para petugas dan narapidana di Rutan Pondok Bambu dan Lapas Gorontalo yang terindikasi positif Covid-19 tengah dikarantina di ruangan khusus di dalam rutan maupun lapas
"Update Covid-19 Kota Bekasi: Kasus Positif Bertambah 2, Total Jadi 263 Orang","Dari total terkonfirmasi positif, 172 orang dinyatakan sembuh, dan 29 orang meninggal dunia. Sedangkan untuk angka meninggal dengan penyakit khusus sebesar 117 orang."
"Moda Transportasi Diizinkan Beroperasi, Ridwan Kamil: Kita Tutup Lalu Lintas Kalau Ada Positif Covid-19","Emil menuturkan, jika ada orang yang berpergian tersebut, ditemukan positif, maka akan langsung menutup lalu lintas yang ada."
"Belum Terima Bansos Pemerintah, Kini Warga Banyuwangi Bisa Lapor Online",Kabupaten Banyuwangi membuka pelaporan online bantuan sosial (bansos) bagi warga terdampak pandemi Covid-19.
VIDEO: Pelanggar PSBB Jakarta Bakal Pakai Rompi Oranye Mirip Tersangka KPK,"Kepala Satuan Polisi Pamong Praja (Satpol PP) Arifin mengatakan rompi bagi pelanggar Pembatasan Sosial Berskala Besar (PSBB) mirip dengan rompi KPK, oranye. Rompi itu bertuliskan pelanggar PSBB."
Ketua Gugus Tugas Sebut Obat Corona dari Gubernur NTT hanya Tingkatkan Stamina,Gugus tugas telah menanyakan obat tersebut ke dokter yang menangani Corona apakah obat tradisional itu bisa digunakan dalam mengobati pasien Covid-19 atau tidak.
Ini Sanksi untuk Warga yang Tetap Ibadah di Luar Rumah Saat PSBB,Pemprov DKI Jakarta akan memberikan sanksi terhadap masyarakat yang tetap ibadah di luar rumah selama masa Pembatasan Sosial Berskala Besar (PSBB).
"VIDEO TOP 3: Jennie BLACKPINK Cedera, Kondisinya Parah?","Video Top 3 hari ini ada berita terkait Jennie BLACKPINK mengalami cedera pada kaki karena kesalahan saat berolahraga, viral ratusan warga mendatangi gerai McDonalds di Sarinah, dan sebuah kapal meledak dan terbakar di pelabuhan Belawan, Sumatera Utara."
Perusahaan Bus AKAP di Terminal Pulogebang Mengaku Sulit Cari Penumpang,Buyung mengatakan masih ada kekhawatiran dari masyarakat bahwa mereka akan dikarantina bila melakukan perjalanan mudik.
"Wacana Pelonggaran PSBB, Pesan Jokowi dan Ketua DPR hingga Siapkan Kriteria",Wacana terkait pelonggaran atau relaksasi PSBB ini dilontarkan oleh Menko Polhukam Mahfud Md melalui akun media sosialnya.
"Di Hadapan 70 Direksi dan Pegawai BUMN, KPK Ingatkan Ancaman Gratifikasi","Ipi mengatakan, jika penyelenggara negara atau pegawai negeri melaporkan penerimaan gratifikasi dalam 30 hari kerja, maka gugur ancaman pidana."
Yurianto: Sudah Saatnya Kita Melawan Covid-19 dengan Tatanan Kehidupan Baru,"Yurianto menambahkan, bila kemudian tatanan hidup baru tidak dilaksanakan maka dapat dibayangkan berapa banyak lagi hal terdampak dari pandemi Covid-19 ini."
"Imam Tarawih di Musala Tambora Positif Corona, Warga Diminta Karantina RW",Sebanyak 28 warga yang melakukan kontak dengan pasien positif corona diminta tes swab dan melakukan isolasi mandiri.
FOTO: Lucunya Anjing Ini Pakai Masker Cegah Corona,Seorang warga memakaikan anjing peliharaannya masker untuk melindungi dari polusi udara serta mengantisipasi tertular virus corona COVID-19 saat jalan-jalan di Jakarta.
"VIDEO TOP 3: Gaya Rambut Virus Corona, Tertarik Coba?","Video Top 3 hari ini ada berita terkait sebuah pesawat milik maskapai penerbagan MAF jatuh di Danau Sentani, gaya rambut Virus Corona popular di Afrika Timur, dan Andien Aisyah memberikan kabar bahagia di bagian akhir video musik lagu berjudul Jendela Waktu."
Pemerintah Dikritik Tak Turunkan Harga BBM di Tengah Pandemi Corona,Harga minyak dunia tengah merosot akibat permintaan industri anjlok setelah merebaknya pandemi corona Covid-19.
Perusahaan Langgar PSBB di Jakarta Akan Disegel dan Didenda Rp 10 Juta,Sanksi bagi pelanggar PSBB di Jakarta diatur dalam Peraturan Gubernur (Pergub) Nomor 41 Tahun 2020.
"PSBB Kota Bogor Diperpanjang, Ini Strategi Bima Arya Tekan Covid-19","Menurut Bima Arya, pemberlakuan PSBB tahap tiga akan disertai dengan konsistensi rapid diagnostic test (RDT) masif."
