title,desc
"VIDEO TOP 3: Sepi Order, Iron Man Jualan Takjil","Video Top 3 hari ini ada berita terkait pemain kostum robot banting stir menjadi penjual takjil di pinggir jalan, Wagub Sumbar ikut melakukan razia dalam rangka PSBB, dan NCT Dream merilis sebuah video klip untuk single terbaru mereka yang berjudul Ridin."
Syarikat Islam Bagikan Paket Sembako bagi Warga Miskin Tak Terdata Bansos Pemerintah,"Hapi mengatakan bantuan yang diberikan kepada warga Kalibaru, Jakarta Utara dan Kwitang Jakarta Pusat merupakan warga yang luput dari pendataan penerima bansos dari pemerintah."
"Ketua Komisi VIII: Masyarakat Butuh Sembako, Bukan Mau Makan Tasnya",Yandri juga heran mengapa harus menggunakan tas berlabel 'bantuan presiden' untuk penyaluran bansos.
RUU Cipta Kerja Dianggap Mampu Atasi Masalah Tumpang Tindih Kebijakan Sektor Ekonomi,"Dia melihat, aturan di sektor perizinan banyak mengalami tumpang tindih antara pusat dan daerah."
Menag Tekanan Umat Muslim Tidak Shalat di Masjid di Masa Pandemi Corona,Kendati di suatu wilayah belum dikabarkan ada yang terpapar Covid-19. Pihaknya tetap menganjurkan dengan keras supaya masyarakat beribadah di rumah.
"Di Tengah Pandemi Covid-19, Semarang Jadi Kota Terbaik di Indonesia",Pemerintah Pusat melalui Bappenas juga mengapresiasi sejumlah daerah dalam melakukan perencananaan pembangunan Kota Semarang.
"Daerah Keluhkan Penyaluran Bansos, Ini Penjelasan Kemensos","Kemensos, jelas dia, tidak memberikan syarat yang sulit dalam penyaluran bansos."
"Warga Mengamuk Saat Langgar PSBB Bogor, Bima Arya: Ikuti Saja Aturannya","Pengendara mobil  bernama Endang (44) mengamuk  di Simpang Empang Kota Bogor, lantaran enggan memindahkan posisi duduk istrinya ke bangku belakang sesuai aturan PSBB."
Wanita Bersimbah Darah Ditemukan di Kamar Hotel Tamansari Jakbar,Diduga wanita itu korban percobaan pembunuhan.
"Update Covid-19 Kota Bekasi: 248 Orang Positif, 26 Meninggal","Untuk angka ODP sampai hari ini tercatat ada 1.998 orang, dengan 1.167 orang masih dalam pemantauan. Jumlah ini terbilang statis selama beberapa hari terakhir."
"Kinerja Dewan saat Pandemi Dikritik, Sahroni: Jangan Digeneralisasi","Sahroni menyebut, dari 575 anggota DPR RI, masih banyak anggota Dewan yang tengah bekerja keras untuk konstituennya, termasuk saat kondisi pandemi Corona Covid-19."
Menko PMK: Kita Tak Mungkin Larang Warga Keluar Saat Corona Tanpa Tanggung Jawab,"Menurut Muhadjir, pemerintah saat ini memiliki tiga kebijakan dalam rangka percepatan penanganan penyebaran corona."
Jubir Covid-19: Teladani Semangat Pejuang Kemerdekaan untuk Lawan Corona,Menurut prediksi dari sejumlah pakar pandemi Corona Covid-19 di Indonesia akan mereda pada Juni atau Juli 2020 mendatang.
169 Anggota DPR Belum Laporkan Hartanya ke KPK,"Meski penyampaian LHKPN diperpanjang sekitar satu bulan, namun tak semua pejabat negara patuh melaporkan hartanya."
"Ridwan Kamil: Kerja Keras Tangani Corona untuk Tolong Warga, Bukan Lembaga Survei",Lembaga survei Repro Indonesia menempatkan Jabar sebagai provinsi yang responsif dalam penanganan Corona Covid-19.
Total 26 Awak KM Kelud Sembuh dari Virus Corona Covid-19,Saat ini masih terdapat 14 awak kapal yang sedang menjalani proses pemulihan dan menunggu hasil pemeriksaan swab.
Supercar McLaren Hancur Usai Tabrak Pohon Palm di Tol Jagorawi,Diduga pengemudi kurang hati-hati hingga keluar jalur dan menabrak pohon palm.
"Hingga 3 Mei, Pemerintah Sudah Periksa 112.965 Spesimen Terkait Virus Corona","Jumlah spesimen terkait Corona Covid-19 tersebut bertambah sekitar 5.022 dari jumlah yang terdata pada Sabtu, 2 Mei 2020 yakni 107.943 spesimen."
BMKG: Gempa Hari Ini Getarkan Labuha dan Tanggamus,"Gempa pertama pada hari ini terjadi di Labuha, Kabupaten Halmahera Selatan, Provinsi Maluku Utara."
Pemerintah Kembangkan Pil Kina Sebagai Alternatif Obati Pasien Corona Covid-19,Pemerintah juga mengembangkan suplemen sebagai upaya pencegahan virus corona.
VIDEO: Satpol PP Razia Gelandangan di Karet Tengsin,Satpol PP Jakarta Pusat merazia PMKS (Penyandang Masalah Kesejahteraan Sosial) di wilayah Karet Tengsing di malam hari. Mereka menangkap PMKS yang tengah tidur. Mereka dibawa di lokasi penampungan di GOR Benhil.
Optimisme Pemerintah Redam Virus Corona di Indonesia pada Juni Mendatang,Tidak mudik dan tidak berpergian adalah salah satu kunci untuk menurunkan angka penyebaran virus Corona Covid-19 di Indonesia.
PMI Perluas Area Penyemprotan Disinfektan di Bodetabek Selama Masa PSBB Corona,PMI menerjunkan 12 mobil gunner spray dan 3 mobil tangki disinfektan.
FOTO: Pemprov DKI Jakarta Tindak Perusahaan Pelanggar PSBB,Pemprov DKI Jakarta telah menutup sementara 126 perusahaan yang melanggar Pergub Nomor 33 Tahun 2020 tentang Pelaksanaan Pembatasan Sosial Berskala Besar (PSBB) dalam Penanganan COVID-19.
Ini Pemicu Gempa Magnitudo 5 yang Guncang Selat Sunda Siang Tadi,"BMKG memastikan, gempa yang berpusat di laut dengan kedalaman 62 km itu tidak berpotensi tsunami."
PAN Gelar Rakernas I Secara Online 5 Mei 2020,Rakernas digelar secara online di tengah pandemi virus corona Covid-19.
"FOTO: Akibat COVID-19, Pemprov DKI Berencana Bebaskan Biaya Sewa Rusunawa",Pemprov DKI Jakarta berencana membebaskan uang retribusi atau tarif rusunawa karena banyaknya penghuni yang tidak mampu membayar sewa akibat kesulitan ekonomi di tengah pandemi virus corona COVID-19.
KPK: Baru 127 Pemda Implementasikan Pendidikan Antikorupsi di Sekolah,Komisi Pemberantasan Korupsi (KPK) mencatat hingga Kamis (30/4/2020) baru 127 pemerintah daerah (pemda) mengimplementasikan pendidikan antikorupsi (PAK) di sekolah.
Pemerintah Percepat Penyaluran Bansos Bagi Masyarakat Terdampak Covid-19,"Untuk mempercepat penyaluran bansos, pemerintah telah menambah jumlah gudang stok penyimpanan sembako untuk bansos presiden dari 5 menjadi 12."
Sandiaga: Penanggulangan Covid-19 Butuh Kerjasama Seluruh Pihak,Pandemi Covid-19 telah berdampak luas terhadap seluruh sektor pembangunan di Indonesia.
"Hardiknas di Tengah Pendemi Corona, Ma'ruf Amin: Tetap Semangat Belajar","Wakil Presiden Ma’ruf Amin mengucapkan Hari Pendidikan Nasional Tahun 2020, kepada seluruh insan dunia pendidikan di Indonesia."
Wamenhan Ajak Siswa Berprestasi Mendaftar ke Universitas Pertahanan,Wamenhan Sakti Wahyu Trenggono mengajak siswa-siswi berprestasi untuk bergabung ke Universitas Pertahanan (Unhan) yang tengah membuka pendaftaran penerimaan mahasiswa baru.
Kasad Andika Perkasa Beri Roti dan Kurma Untuk Tenaga Medis di RSPAD,Lyana bahagia setelah diberi bantuan berupa roti dan buah kurma untuk berbuka puasa disela menjalani tugasnya sebagai perawat pasien COVID-19.
Bima Arya Ungkap Gejala Awal Covid-19: Mirip DBD atau Tifus,"Bagi penderita Covid-19, kata Bima, ternyata beban pikiran sangatlah berpengaruh."
Mahfud Md: Saya Sedang Memikirkan untuk Relaksasi PSBB,Menko Polhukam Mahfud Md mewacanakan untuk melakukan relaksasi Pembatasan Sosial Berskala Besar (PSBB) yang saat ini tengah diterapkan di beberapa daerah.
Polisi: Perampokan Taksi Online di Rawamangun Terencana,Penyidik Sub Direktorat 3 Reserse Mobil (Resmob) Ditreskrimum Polda Metro Jaya menyebut pelaku perampokan dan pembunuhan terhadap sopir taksi online di Rawamangun telah direncanakan.
Ridwan Kamil: PSBB Jabar Momentum Untuk Tes Masif Corona,"Provinsi Jawa Barat akan melaksanakan Pembatasan Sosial Berskala Besar (PSBB) bagi semua kabupaten/kota mulai Rabu, 6 Mei 2020."
100 Pegawai Kejati DKI Jalani Rapid Test Corona,Sebanyak 100 pegawai di lingkungan Kejaksaan Tinggi (Kejati) DKI Jakarta menjalani tes cepat untuk mengantisipasi penyebaran wabah virus Corona.
Panglima TNI: Kita Harus Bersatu dalam Penanganan Wabah Corona,"Panglima TNI mengatakan, Corona yang menyebabkan Covid-19 merupakan musuh bersama yang wajib diperangi"
"Pemakaman Protap Corona Bertambah, DKI Matangkan Lahan TPU Tegal Alur",Sebanyak 1.617 jenazah yang dimakamkan dengan prosedur tetap atau protap penanganan pasien virus Corona atau Covid-19 sepanjang Maret sampai 1 Mei 2020.
Cerita Kurma Jadi Penawar Rindu Tenaga Medis di RSPAD Gatot Subroto,Sejumlah perawat di RSPAD juga mengucapkan terima kasih.
Sopir Truk Ini Nekat Sembunyikan Orang Mudik di Bawah Terpal,Berbagai cara dilakukan oleh masyarakat untuk dapat mudik di tengah pandemi Corona.
FOTO: Nasib Wahana Permainan Anak Selama Jakarta PSBB,Wahana permainan anak di pinggir Kanal Banjir Timur sudah satu bulan lebih berhenti beroperasi karena pemberlakuan Pembatasan Sosial Berskala Besar (PSBB) untuk memutus penyebaran pandemi virus corona COVID-19.
"Bom Masjid di Seruyan Kalteng Ternyata Palsu, Pelaku Positif Gunakan Narkoba",Pelaku mengaku iseng menaruh bom palsu tersebut di masjid karena lewat di depannya.
Polda Metro Jaya Akan Panggil Pemilik Travel Angkut Pemudik,Sambodo mengatakan tindakan operator travel tersebut jelas melanggar kebijakan larangan mudik pemerintah terkait larangan mudik.
Nestapa Porter Stasiun Solo Balapan di Tengah Pandemi Corona,"Sebelum virus Corona mewabah, salah satu porter mengaku bisa mendapatkan uang Rp 100 ribu hingga Rp 150 ribu. Namun, saat ini sama sekalui tidak ada penghasilan."
6.782 Perusahaan di Jakarta PHK Karyawannya Akibat Pandemi Covid-19,"Dengan jumlah 6.782 perusahaan yang melakukan PHK, berdampak kepada 50.891 tenaga kerja."
"Untuk THR Pegawai Swasta, Pemprov DKI Tunggu Surat dari Kementerian Ketenagakerjaan",Kepala Dinas Tenaga Kerja dan Transmigrasi DKI Jakarta Andri Yansyah menyatakan pihaknya belum dapat memastikan mengenai tunjangan hari raya (THR) untuk pekerja swasta.
KPK Minta Pemprov Papua Benahi Data Penerima Bansos Covid-19,KPK meminta Pemerintah Provinsi (Pemprov) Papua membenahi basis Data Terpadu Kesejahteraan Sosial (DTKS) atau data penerima bantuan sosial se-Provinsi Papua.
"3 Penumpang KRL Positif Corona, 5 Kepala Daerah Bodebek Akan Surati Menhub","Kepala daerah dari Bogor, Depok dan Bekasi (Bodebek) sepakat segera mengirimkan surat kepada Menteri Perhubungan mengusulkan dua opsi operasional layanan kereta rel listrik (KRL)."
Polisi Jerat Perempuan Salat Sambil Joget Tik Tok dengan Pasal Penistaan Agama,"Wanita itu diamankan, karena diduga telah melakukan penistaan agama yakni membuat video Tik Tok berjoget saat melakukan gerakan salat."
Pemkot Depok Siapkan Sanksi Bagi Pelanggar Aturan PSBB,Idris juga meminta perusahaan agar membekali para pegawainya dengan surat tugas bekerja di kantor sebagai kelengkapan dalam perjalanan menuju tempat kerja selama masa PSBB.
Pelaku Perampokan Modus Pecah Kaca Mobil di Depok 4 Orang,"Polisi menyatakan pelaku perampokan modus pecah kaca di Bojongsari, Kota Depok berjumlah empat orang."
Polri Persilakan Pengguna Tokopedia yang Data Pribadinya Bocor Lapor Polisi,Kepala Biro Penerangan Masyarakat Polri Brigjen Pol Raden Prabowo Argo Yuwono mengatakan Polri belum menerima laporan terkait kebocoran data pribadi akun Tokopedia yang dijual di dark web.
"Duta Narkoba hingga Suarakan Antikorupsi, Ini Kiprah Didi Kempot Selain Mencipta Lagu","Didi Kempot meninggal dunia di RS Kasih Ibu, Solo, Jawa Tengah, Selasa (5/5/2020), pukul 07.45 WIB."
Menristek: Kemungkinan Vaksin Covid-19 Ditemukan Tahun Depan,"Menristek Bambang Brodjonegoro mengatakan, kemungkinan vaksin untuk virus corona alias Covid-19 paling cepat ditemukan setahun mendatang."
Kemendikbud: Didi Kempot Seniman yang Punya Jiwa Sosial Tinggi,"Indonesia kembali kehilangan salah satu musisi terbaiknya. Maestro musik campursari, Dionisius Prasetyo atau lebih dikenal dengan nama Didi Kempot."
"Selasa 5 Mei 2020 Malam, Pasien Rawat Inap RSD Wisma Atlet Mencapai 945","Pasien rawat inap di RSD Wisma Atlet kembali mengalami peningkatan. Per Selasa (5/5/2020) malam pukul 20.00 WIB, pasien yang dirawat inap di sana mencapai 945 orang."
"Selasa 5 Mei 2020, Penambahan Pasien Positif Covid-19 Mencapai Rekor Tertinggi","Angka orang terkonfirmasi positif Covid-19 pada Selasa, 5 Mei 2020 pecahkan rekor harian tertinggi selama masa pandemi."
"Jokowi Keluarkan Perppu Penundaan Pilkada, Ini Perubahan Pasalnya","Presiden Joko Widodo atau Jokowi menerbitkan Perppu tentang perubahan ketiga undang-undang Pilkada, Senin (4/5/2020)."
KPK Kembalikan Uang Negara Rp 355 Juta dari Eks Wakil Ketua DPRD Sumut,"Komisi Pemberantasan Korupsi (KPK) menyetor uang ke kas negara sebesar Rp 355 juta dari terpidana Wakil Ketua DPRD Sumatera Utara periode 2009-2014, Sigit Pramono Asri."
Muhadjir Akui Sempat Bersitegang dengan Anies soal Data Bansos DKI,Muhadjir lantas mengingatkan Anies Baswedan soal kesepakatan yang sudah ada.
FOTO: Masker Bekas Pakai Tercecer di Pinggir Jalan,"Semestinya, masker bekas pakai tidak boleh dibuang sembarangan karena harus ditangani secara khusus."
Komisi III DPR Berharap Kapolda Jatim yang Baru Bisa Kembangkan Prestasinya,Kapolri Jenderal Idham Azis telah mengganti 9 kapolda di bawahnya.
Wakil Ketua KPK Imbau Pemda Kalteng Transparan Kelola Anggaran Covid-19,"Dalam proses pengadaan barang dan jasa (PBJ), Pemda Kalteng harus tetap mengedepankan transparansi dan akuntabilitas."
"Gempa Magnitudo 4,2 Getarkan Nabire","Pusat gempa berada di 3.48 Lintang Selatan, 135.49 Bujur Timur atau pusat gempa berada didarat 29Km Barat Laut Nabire."
DPR Diminta Jangan Diam-Diam Bahas RUU Cipta Kerja,"Dia menyadari, RUU Cipta Kerja kini menjadi polemik. Namun, agar tak menjadi masalah, jangan terkesan diam-diam."
Mundurnya Hanafi Rais dan Rencana Pembentukan Partai Baru,"Menurut Anas, kondisi PAN yang dirasakan Hanafi tidak jauh berbeda dengan kader yang kecewa dengan arah PAN yang mendekati kekuasaan."
"Fokus Tangani Covid-19, Kader PAN Diajak Lupakan Sejenak Persaingan Politik",Para kader diharapkan dapat fokus untuk bekerja dengan semua elemen masyarakat juga Pemerintah untuk menangani pandemi Covid-19.
"Takut Disalahgunakan, Pemprov DKI Pilih Berikan Sembako Ketimbang Uang Tunai","Dia menilai untuk bantuan berupa uang akan mempersulit prosesnya, sebab tidak semua data penerima bansos memiliki KTP Jakarta."
Komisi IX DPR Sebut Relaksasi Iuran BPJamsostek Melegakan di Tengah Pandemi Covid-19,Relaksasi Iuran BPJamsostek itu akan memberikan manfaat bagi pelaku usaha untuk dapat bernafas mengelola keuangannya.
"Berniat Cuci Mobil, Sopir Truk Tewas Tersengat Listrik di Cakung","korban ditemukan dengan keadaan telentang di pinggir got. Saat itu, di dekat korban terdapat ember berisi air dan satu unit mobil truk jungkit."
"Ini Penyebab Gempa Magnitudo 7,3 Guncang Maluku","Menurut BMKG, dengan memperhatikan lokasi episenter dan kedalaman hiposenternya, gempa bumi yang terjadi di Maluku merupakan jenis gempabumi menengah."
"Mudik Dilarang, Kemenhub Pastikan Dukung dan Tindaklanjuti SE Gugus Tugas","Adita menegaskan, Kemenhub hanya menyediakan transportasi di semua moda baik darat, laut, udara dan Kereta Api, dengan menerapkan protokol kesehatan"
Pemkot Semarang Selesaikan Misi Pembagian 10.000 Paket Bantuan dari Presiden Jokowi,"Paket Bantuan yang berisi bahan pokok dari Presiden didistribusikan di Kecamatan Semarang Tengah, Semarang, Timur, Semarang Selatan, Semarang Utara, Genuk, Banyumanik, dan Tembalang"
"Getaran Gempa Magnitudo 7,3 di Maluku Terasa hingga Merauke","Gempa Maluku berlokasi di koordinat titik 6.95 Lintang Selatan,130.04 Bujur Timur atau 180 km Barat Laut Maluku Tenggara Barat."
"BMKG: Gempa Magnitudo 7,3 di Maluku Tidak Berpotensi Tsunami","Gempa Maluku berlokasi pada koordinat titik 6.95 Lintang Selatan,130.04 Bujur Timur atau 180 km Barat Laut Maluku Tenggara Barat."
7 Tempat yang Jadi Inspirasi Didi Kempot Ciptakan Lagu Galau,"Lokasi wisata yang berada di daerah Nglanggeran, Wonosari, Yogyakarta ini dituliskan Didi Kempot pada lagu ""Banyu Langit""."
"Gempa Magnitudo 7,3 Guncang Maluku","Kabid Humas Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) Taufan Maulana melaporkan, gempa tersebut berkedalaman 133 kilometer."
"Tak Peduli Bahaya, Tengok Aksi Mereka yang Masih Nekat Mudik Lebaran",Upaya warga untuk bisa mudik dan berkumpul dengan keluarga terbilang nekat. Baru-baru ini ada pemudik yang masuk ke gilingan semen truk molen.
Kader PAN Menunggu Petuah Amien Rais soal Partai Baru,Politikus senior Partai Amanat Nasional Putra Jaya Husin mengatakan kader merasakan ada yang tidak beres dari internal partai.
"Mensos Sebut Ada Tsunami Bansos, Apa Itu?",Menteri Sosial Juliari Batubara menyebut saat ini sedang terjadi tsunami bantuan sosial (bansos) di Tanah Air. Apa itu?
VIDEO: Istana Luruskan Pernyataan Menhub Soal Transportasi Kembali Beroperasi,Istana Kepresidenan meluruskan mengenai pernyataan Menteri Perhubungan (Menhub) Budi Karya Sumadi mengenai pemberian izin operasi transportasi.
Bupati Sidoarjo Saiful Ilah Segera Diadili Terkait Kasus Suap Proyek,KPK telah merampungkan berkas penyidikan Saiful Illah dan tiga tersangka lain pada kasus suap proyek di Kabupaten Sidoarjo.
Pemprov DKI Harap Kemensos Setujui 2 Juta KK Tambahan Penerima Bansos,Data baru penerima bansos tersebut telah mencakup warga miskin yang ber-KTP non-Jakarta.
Waspada Aksi Perampok Modus Mematikan Listrik di Jakarta Barat,Komplotan perampok bersenjata itu melarikan diri setelah mendapatkan perlawanan dari penghuni rumah.
Jubir Yurianto: Kasus Meninggal Akibat Covid-19 Paling Banyak Usia 30-59 Tahun,"Yuri menambahkan, kasus kematian pada rentang usia di atas 80 tahun sebanyak 27 orang."
"Bagas, PNS Koboi Jalanan yang Rusak Mobil Jenderal Polisi di Jalan Tol","Dalam kasus ini, Brigjen Pol Erwin Chahara Rusmana adalah korbannya. Dia mengatakan, latar belakang pelaku terungkap saat di Polda Metro Jaya."
VIDEO: Satpol PP Bawa PMKS yang Tertangkap ke GOR Ciracas,Petugas Satpol PP Jakarta Timur terus merazia Penyandang Masalah Kesejahteraan Sosial (PMKS) di wilayahnya. Tidak sperti biasanya para PMKS ini dibawa ke penampungan di GOR Ciracas yang telah disiapkan gubernur Anies Baswedan dimasa Pandemi Corona.
Keponakan Pastikan Kartono Mohamad Meninggal Bukan Karena Covid-19,Halik menyebut mendiang diketahui sebelum meninggal menderita penyakit stroke.
Mantan Ketua Umum IDI Kartono Mohamad Meninggal,IDI mengaku pihaknya begitu kehilangan atas wafatnya dokter senior tersebut.
Cerita Brigjen Pol Erwin Chahara Rusmana Jadi Korban Koboi Jalanan,"Erwin mengatakan, pelaku langsung turun dengan membawa sebilah pisau. Kendaraan miliknya pun dirusak."
Kakorlantas: Putar Balik Sanksi Maksimal Bagi yang Nekat Mudik,Kakorlantas mendorong kesadaran masyarakat untuk tidak mudik demi mencegah penyebaran virus COVID-19.
TNI Siapkan Pasukan Hadapi Gejolak Sosial Akibat Pandemi Corona Covid-19,TNI belum yakin akan terjadi penurunan kasus corona covid-19 karena saat ini masih dalam jangka pendek.
Kronologi 4 Remaja Perempuan di Bandung Bunuh Sopir Taxi Online dengan Kunci Inggris,"Kasus ini berawal saat ERS dan TCG memesan angkutan online yang dikendarai korban dengan tujuan Pangalengan dari Jakarta. Karena lokasi tujuan jauh, mereka sepakat diantar mode off line dengan ongkos Rp1.700.000"
"Langgar PSBB Jakarta, 101 Perusahaan Ditutup Sementara",101 perusahaan atau tempat kerja tersebut adalah yang termasuk ke dalam kategori yang tidak dikecualikan.
"Kabar Baik, Kasus Covid-19 di Bogor, Depok dan Bekasi Menurun",Pemprov Jawa Barat (Jabar) akan menggencarkan pengetesan COVID-19 melalui metode polymerase chain reaction (PCR) di kawasan yang memberlakukan PSBB.
Kapolres Tapanuli Utara Bantah Laporkan Ravio Patra ke Polda Metro,"Kapolres Tapanuli Utara menjelaskan, awal mula ia memberitahukan isi pesan tersebut ke Polda Metro Jaya."
VIDEO TOP 3: Pentagon Rilis Video Penampakan UFO,Video Top 3 hari ini ada berita terkait Pentagon merilis video penampakan UFO. Heboh kabar pembagian bansos untuk menghadapi Covid-19 yang ditempeli stiker bergambar foto Bupati Klaten. Pemkot Surabaya mendirikan 19 titik pemeriksaan jelang pemberlakuan PSBB.
Depok Perpanjang PSBB hingga 12 Mei 2020,Pemkot Depok memperpanjang penerapan Pembatasan Sosial Berskala Besar (PSBB) selama 14 hari.
Sitti Hikmawatty Terima Keputusan Pemecatan dirinya Secara Tidak Hormat dari KPAI,"Sitty mengatakan, sebagai tindak lanjut hal tersebut maka sejak Senin, 27 April 2020 ia telah mengembalikan seluruh inventaris negara milik KPAI yang diamanahkan kepadanya."
"Kasus Suap, Pejabat PUPR Muara Enim Divonis 4 Tahun Penjara","Selain pidana penjara, Elfin juga diwajibkan membayar uang pengganti Rp 2.365.000.000. Jika tidak dibayar, maka Elfin harus menggantinya dengan hukuman penjara selama 8 bulan."
Menhan Prabowo Bantu 5.000 Alat Rapid Test ke Pemkot Bekasi,"Kota tersebut berbatasan langsung dengan Ibu Kota, yang kini menjadi sumber pandemi."
BMKG: Gempa Hari Ini Getarkan Donggala dan Maluku,"Gempa pertama pada hari ini terjadi di Kabupaten Donggala, Sulawesi Tengah."
"Positif Corona, Wali Kota Tanjungpinang Meninggal Dunia",Sebelumnya Wali Kota Tanjung Pinang Syahrul dinyatakan positif Covid -19 oleh Tim Gugus Tugas Covid-19 Provinsi Kepri.
FOTO: GOR Ciracas Dimanfaatkan untuk Tampung Tunawisma,"Untuk mencegah meluasnya penyebaran virus Covid-19, Pemprov DKI Jakarta menyiapkan seluruh GOR di Jakarta untuk menampung sementara tunawisma."
Dewas KPK Rampungkan Evaluasi Triwulan Terkait Kinerja Firli Cs,Tumpak tidak menjelaskan detail mengenai 18 isu yang dimaksud beserta isi dari kegiatan tersebut.
3 Penyelundup Sabu Divonis Mati PN Tanjungpinang,Persidangan dilaksanakan melalui video conference menggunakan aplikasi Skype.
Aksi Tanggap Kapolri Lewat Perintah Siapkan Beras untuk Warga Luput Pendataan Dinilai Tepat,Polri sudah one step a head di dalam mengantisipasi kemungkinan adanya warga yang terdampak secara sosial akibat pandemik Covid-19.
Mensos Bebaskan Pemda Tentukan Nama Penerima Bansos dari APBD,Dia mengakui bahwa penyaluran bansos untuk warga tidak mampu menuai kritik lantaran dinilai mekanismenya berbelit-belit.
"Cegah Pemudik, Petugas Perketat Penjagaan 24 Jam di Tol Jakarta-Cikampek","Kendaraan yang akan melintas, diperiksa secara ketat oleh petugas yang berjaga selama 24 jam."
Densus 88 Tangkap 3 Terduga Teroris di Serang,Ketiganya masih dalam satu keluarga dan memiliki ikatan darah satu dengan yang lainnya.
Kejagung Periksa Saksi TPPU Kasus Korupsi Jiwasraya,Pemeriksan para saksi dan tersangka tetap memperhatikan protokol kesehatan pencegahan penularan virus Corona atau Covid-19.
DPR Minta Program Kartu Prakerja Jangan Dijadikan Polemik,"Meskipun tidak seratus persen menjawab persoalan, menurutnya paling tidak dapat mengurangi beban ekonomi rakyat."
Peneliti: Krisis Pangan Dampak Pandemi Corona Covid-19 Harus Diwaspadai,Korban pertama krisis pangan di tengah pandemi Corona Covid-19 adalah masyarakat kelas menengah ke bawah.
"Diduga 2 Karyawan Positif Covid-19, Pabrik di Tangerang Diminta Tutup Sementara","Dia pun meminta kepada perusahaan, agar nanti hasil rapid test seluruh karyawan PT PEMI itu diserahkan kepada pemerintah daerah untuk ditelusuri di rumah masing-masing."
Polisi Tangani 97 Kasus Hoaks Corona Covid-19,Temuan kasus hoaks terbanyak ada di Jakarta dengan 12 perkara yang ditangani Polda Metro Jaya. Sementara di Riau ada 9 kasus dan Jawa Barat 7 kasus.
"Lawan Corona Covid-19, Pemkab Klungkung Pangkas 50 Persen Tunjangan ASN",Sejauh ini sudah terkumpul anggaran Rp60 miliar untuk penanganan darurat bencana.
"Doni Monardo: Corona di Jakarta Melambat, di Daerah Justru Meningkat",Doni menyebut kasus positif virus corona di DKI Jakarta mengalami perlambatan yang pesat dari waktu ke waktu.
Yurianto Minta Masyarakat Tak Ragukan Penanganan Covid-19 oleh Pemerintah,"Pemerintah, melalui Kementerian Pertanian dan Perum Bulog telah memastikan ketersedian pasokan bahan pokok selama pandemi corona Covid-19."
Doni Monardo: PSBB Corona Covid-19 di Beberapa Daerah Belum Maksimal,"Sebagai kepala tim gugus tugas Covid-19, Ia mengajak seluruh masyarakat baik di pusat maupun daerah agar perhatikan protokol kesehatan."
Budi Karya: 2 Permenhub yang Dibuat Pak Luhut Relatif Tidak Ada Cacat,Luhut memang ditunjuk Jokowi untuk menggantikan sementara Budi Karya yang positif corona.
BMKG: Gempa Hari Ini 2 Kali Getarkan NTB,Gempa yang pertama terjadi di wilayah Lombok Utara pada dini hari tadi pukul 02:19:10 WIB.
VIDEO TOP 3: Menhub Budi Karya Kembali Bekerja,"Video Top 3 hari ini ada berita terkait penyanyi Taylor Swift mengaku sibuk memasak makan malamnya sendiri, Menhub Budi Karya Sumadi kembali mengikuti rapat kabinet, dan citra satelit menunjukkan kereta mewah yang biasa mengangkut Kim Jon-un."
Ketua DPRD dan Plt Kadis PUPR Muara Enim Ditahan di Rutan KPK,Kedua tersangka ditahan selama 20 hari ke depan terhitung sejak 27 April 2020.
DPR Minta Pinjaman Dana Pemerintah Jangan Sampai Rugikan Rakyat,"Nabil menyarankan supaya Indonesia bangkit melakukan riset-riset obat herbal. Menurut dia, kita punya sumber daya alam melimpah, juga sumber daya manusia yang bagus."
Sandiaga Uno Siapkan 4 Mobile Rapid Test Corona Sasar Warga Prasejahtera,Mobil unit rapid test corona itu akan menghampiri kelurahan-kelurahan yang padat penduduk dan berada di zona merah penyebaran Covid-19.
Viral Aksi Remaja Pulo Gadung Mengamuk Lantaran Tarawih di Masjid Dikritik,Aksi perusakan itu dilakukan saat puluhan remaja tengah membangunkan sahur pada Jumat 24 April dini hari.
"Sembuh dari Corona, Wali Kota Bogor Bima Arya Kembali Bertugas Besok",Bima Arya sempat dinyatakan positif terinfeksi virus corona Covid-19 sepulang dari perjalanan dinas ke Turki.
"Heboh Pembagian Nasi Bungkus Berlogo Anjing di Tanjung Priok, Ini Temuan Polisi","Berdasarkan hasil penyelidikan, kandungan lauk pauk dalam nasi bungkus tersebut tidak mengandung unsur daging anjing."
KPK: Tak Ada Perpanjangan Waktu Pelaporan LHKPN,"Dia menyebut, seluruh wajib lapor LHKPN telah memiliki akun pada aplikasi e-LHKPN."
KNPI: Pekerja yang Kena PHK Butuh Uang Tunai Bukan Pelatihan Online,"Pelatihan online saat ini tidak ada gunanya, pekerja kena PHK hanya butuh uang tunai."
Curhat Dokter Positif Covid-19 Sebelum Meninggal Dunia: Tidak Ada Penyesalan,"Sebelum meninggal, Michael sempat membuat video singkat soal kondisinya."
Gubernur Khofifah Pantau Arus Mudik di Jalur Tol Ngawi,Pihaknya meminta kesadaran para pemudik untuk melakukan putar balik ke daerah asalnya demi memutus rantai penyebaran Covid-19.
